TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
relégation	O	O	O	O	O	O	_	_	_
où	O	O	O	O	O	O	_	_	_
un	O	O	O	O	O	O	_	_	EndOfLine
seul	O	O	O	O	O	O	_	_	_
conservera	O	O	O	O	O	O	_	_	_
sa	O	O	O	O	O	O	_	_	_
place	O	O	O	O	O	O	_	_	_
dans	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
série	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfLine|EndOfSentence
A	O	O	O	O	O	O	_	_	_
Fontainemelon	B-loc	O	B-loc.adm.town	O	O	O	Q68544	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
Martigny	B-loc	B-org	B-loc.adm.town	B-org.ent	O	O	Q68956	Q690067	_
a	O	O	O	O	O	O	_	_	_
lutté	O	O	O	O	O	O	_	_	_
avec	O	O	O	O	O	O	_	_	EndOfLine
bonheur	O	O	O	O	O	O	_	_	_
pour	O	O	O	O	O	O	_	_	_
arracher	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	_
point	O	O	O	O	O	O	_	_	EndOfLine
indispensable	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
sa	O	O	O	O	O	O	_	_	_
sécurité	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
Les	O	O	O	O	O	O	_	_	_
coéquipiers	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	EndOfLine
Wenger	B-pers	O	B-pers.ind	O	O	O	NIL	_	_
qui	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
pour	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
première	O	O	O	O	O	O	_	_	_
fois	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	EndOfLine
saison	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
pouvaient	O	O	O	O	O	O	_	_	_
aborder	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
rencontre	O	O	O	O	O	O	_	_	EndOfLine
décontractés	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
ont	O	O	O	O	O	O	_	_	_
commis	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
erreurs	O	O	O	O	O	O	_	_	EndOfLine
défensives	O	O	O	O	O	O	_	_	_
engendrées	O	O	O	O	O	O	_	_	_
un	O	O	O	O	O	O	_	_	_
peu	O	O	O	O	O	O	_	_	_
par	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
absence	O	O	O	O	O	O	_	_	EndOfLine
du	O	O	O	O	O	O	_	_	_
pilier	B-pers	O	B-pers.ind	O	B-comp.function	O	NIL	_	_
Auderset	I-pers	O	I-pers.ind	O	B-comp.name	O	NIL	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
Mais	O	O	O	O	O	O	_	_	_
il	O	O	O	O	O	O	_	_	_
faut	O	O	O	O	O	O	_	_	_
louer	O	O	O	O	O	O	_	_	EndOfLine
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
équipe	O	O	O	O	O	O	_	_	_
du	O	O	O	O	O	O	_	_	_
Val	B-loc	O	B-loc.adm.reg	O	O	O	Q2507659	_	NoSpaceAfter
-	I-loc	O	I-loc.adm.reg	O	O	O	Q2507659	_	NoSpaceAfter
de	I-loc	O	I-loc.adm.reg	O	O	O	Q2507659	_	NoSpaceAfter
-	I-loc	O	I-loc.adm.reg	O	O	O	Q2507659	_	NoSpaceAfter
Ruz	I-loc	O	I-loc.adm.reg	O	O	O	Q2507659	_	_
qui	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
fourni	O	O	O	O	O	O	_	_	EndOfLine
un	O	O	O	O	O	O	_	_	_
effort	O	O	O	O	O	O	_	_	_
admirable	O	O	O	O	O	O	_	_	_
ce	O	O	O	O	O	O	_	_	_
printemps	O	O	O	O	O	O	_	_	_
pour	O	O	O	O	O	O	_	_	EndOfLine
redresser	O	O	O	O	O	O	_	_	_
une	O	O	O	O	O	O	_	_	_
situation	O	O	O	O	O	O	_	_	_
désespérée	O	O	O	O	O	O	_	_	_
et	O	O	O	O	O	O	_	_	EndOfLine
assurer	O	O	O	O	O	O	_	_	_
son	O	O	O	O	O	O	_	_	_
maintien	O	O	O	O	O	O	_	_	_
dans	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
première	O	O	O	O	O	O	_	_	EndOfLine
catégorie	O	O	O	O	O	O	_	_	_
amateur	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
jeu	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfLine|EndOfSentence
Place	O	O	O	O	O	O	_	_	_
aux	O	O	O	O	O	O	_	_	_
finales	O	O	O	O	O	O	_	_	_
où	O	O	O	O	O	O	_	_	_
nous	O	O	O	O	O	O	_	_	_
verrons	O	O	O	O	O	O	_	_	_
si	O	O	O	O	O	O	_	_	EndOfLine
Carouge	B-loc	B-org	B-loc.adm.town	B-org.ent	O	O	Q69364	Q166496	_
réussira	O	O	O	O	O	O	_	_	_
enfin	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	_
grand	O	O	O	O	O	O	_	_	_
saut	O	O	O	O	O	O	_	_	EndOfLine
attendu	O	O	O	O	O	O	_	_	_
depuis	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
années	O	O	O	O	O	O	_	_	_
sur	O	O	O	O	O	O	_	_	_
les	O	O	O	O	O	O	_	_	_
bords	O	O	O	O	O	O	_	_	EndOfLine
de	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
Arve	B-loc	O	B-loc.phys.hydro	O	O	O	Q633819	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
Quant	O	O	O	O	O	O	_	_	_
aux	O	O	O	O	O	O	_	_	_
Loclois	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
rien	O	O	O	O	O	O	_	_	_
n	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
est	O	O	O	O	O	O	_	_	EndOfLine
perdu	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
car	O	O	O	O	O	O	_	_	_
plusieurs	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
ses	O	O	O	O	O	O	_	_	_
joueurs	O	O	O	O	O	O	_	_	EndOfLine
possèdent	O	O	O	O	O	O	_	_	_
une	O	O	O	O	O	O	_	_	_
grande	O	O	O	O	O	O	_	_	_
expérience	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
ces	O	O	O	O	O	O	_	_	EndOfLine
matches	O	O	O	O	O	O	_	_	_
«	O	O	O	O	O	O	_	_	_
pas	O	O	O	O	O	O	_	_	_
comme	O	O	O	O	O	O	_	_	_
les	O	O	O	O	O	O	_	_	_
autres	O	O	O	O	O	O	_	_	_
»	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
Nos	O	O	O	O	O	O	_	_	EndOfLine
vœux	O	O	O	O	O	O	_	_	_
accompagnent	O	O	O	O	O	O	_	_	_
les	O	O	O	O	O	O	_	_	_
deux	O	O	O	O	O	O	_	_	EndOfLine
représentants	O	O	O	O	O	O	_	_	_
romands	O	O	O	O	O	O	_	_	_
dans	O	O	O	O	O	O	_	_	_
ces	O	O	O	O	O	O	_	_	_
poules	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfLine|EndOfSentence
Intérim	O	O	O	O	O	O	_	_	EndOfLine|EndOfSentence

# hipe2022:document_id = EXP-1968-11-07-a-i0406
# hipe2022:date = 1968-11-07
# hipe2022:language = fr
# hipe2022:document_type = newspaper
# hipe2022:dataset = hipe2020
# hipe2022:original_source = v1.4.1/fr/HIPE-data-v1.4.1-train-fr.tsv
# hipe2022:applicable_columns = TOKEN NE-COARSE-LIT NE-COARSE-METO NE-FINE-LIT NE-FINE-METO NE-FINE-COMP NE-NESTED NEL-LIT NEL-METO MISC
# hipe2020:doi = https://zenodo.org/record/6046853
# hipe2020:version = v1.4
# hipe2020:original_license = CC-BY-NC-SA 4.0
# hipe2020:publication_title = EXP
Nixon	B-pers	O	B-pers.ind	O	O	O	Q9588	_	_
veut	O	O	O	O	O	O	_	_	_
ramener	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
Extrême	B-loc	O	B-loc.adm.sup	O	O	O	Q42225	_	NoSpaceAfter
-	I-loc	O	I-loc.adm.sup	O	O	O	Q42225	_	NoSpaceAfter
Srient	I-loc	O	I-loc.adm.sup	O	O	O	Q42225	_	_
en	O	O	O	O	O	O	_	_	EndOfLine
Europe	B-loc	O	B-loc.adm.sup	O	O	O	Q46	_	_
le	O	O	O	O	O	O	_	_	_
pôle	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
attraction	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
Amérique	B-loc	O	B-loc.adm.nat	O	O	O	Q828	_	EndOfLine
Il	O	O	O	O	O	O	_	_	_
y	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
danger	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
guerre	O	O	O	O	O	O	_	_	_
mondiale	O	O	O	O	O	O	_	_	_
au	O	O	O	O	O	O	_	_	_
Moyen	B-loc	O	B-loc.adm.sup	O	O	O	Q7204	_	NoSpaceAfter
-	I-loc	O	I-loc.adm.sup	O	O	O	Q7204	_	NoSpaceAfter
Orient	I-loc	O	I-loc.adm.sup	O	O	O	Q7204	_	EndOfLine
WASHINGTON	B-loc	O	B-loc.adm.town	O	O	O	Q1223	_	_
(	O	O	O	O	O	O	_	_	NoSpaceAfter
AP	B-org	O	B-org.ent.pressagency	O	O	O	Q40469	_	NoSpaceAfter
)	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
—	O	O	O	O	O	O	_	_	_
Fidèle	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
promesse	O	O	O	O	O	O	_	_	_
qu	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
il	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	_
faite	O	O	O	O	O	O	_	_	_
au	O	O	O	O	O	O	_	_	_
cours	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	EndOfLine
sa	O	O	O	O	O	O	_	_	_
campagne	O	O	O	O	O	O	_	_	_
électorale	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
M	B-pers	O	B-pers.ind	O	B-comp.title	O	Q9588	_	NoSpaceAfter
.	I-pers	O	I-pers.ind	O	I-comp.title	O	Q9588	_	_
Richard	I-pers	O	I-pers.ind	O	B-comp.name	O	Q9588	_	_
Nixon	I-pers	O	I-pers.ind	O	I-comp.name	O	Q9588	_	_
compte	O	O	O	O	O	O	_	_	_
se	O	O	O	O	O	O	_	_	_
rendre	O	O	O	O	O	O	_	_	_
en	O	O	O	O	O	O	_	_	_
Europe	B-loc	O	B-loc.adm.sup	O	O	O	Q46	_	_
avant	O	O	O	O	O	O	_	_	EndOfLine
son	O	O	O	O	O	O	_	_	_
installation	O	O	O	O	O	O	_	_	_
officielle	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
Maison	B-loc	B-org	B-loc.fac	B-org.adm	O	O	Q35525	Q35525	NoSpaceAfter
-	I-loc	I-org	I-loc.fac	I-org.adm	O	O	Q35525	Q35525	NoSpaceAfter
Blanche	I-loc	I-org	I-loc.fac	I-org.adm	O	O	Q35525	Q35525	_
le	O	O	O	O	O	O	_	_	_
20	O	O	O	O	O	O	_	_	_
janvier	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfLine|EndOfSentence
Ce	O	O	O	O	O	O	_	_	_
voyage	O	O	O	O	O	O	_	_	_
lui	O	O	O	O	O	O	_	_	_
permettra	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
connaître	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	EndOfLine
point	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
vue	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
pays	O	O	O	O	O	O	_	_	_
alliés	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
Etats	B-loc	B-org	B-loc.adm.nat	B-org.adm	O	O	Q30	Q30	NoSpaceAfter
-	I-loc	I-org	I-loc.adm.nat	I-org.adm	O	O	Q30	Q30	NoSpaceAfter
Unis	I-loc	I-org	I-loc.adm.nat	I-org.adm	O	O	Q30	Q30	EndOfLine
sur	O	O	O	O	O	O	_	_	_
les	O	O	O	O	O	O	_	_	_
principaux	O	O	O	O	O	O	_	_	_
problèmes	O	O	O	O	O	O	_	_	_
du	O	O	O	O	O	O	_	_	_
moment	O	O	O	O	O	O	_	_	_
et	O	O	O	O	O	O	_	_	EndOfLine
de	O	O	O	O	O	O	_	_	_
mieux	O	O	O	O	O	O	_	_	_
préparer	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
vaste	O	O	O	O	O	O	_	_	_
révision	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	EndOfLine
politique	O	O	O	O	O	O	_	_	_
étrangère	O	O	O	O	O	O	_	_	_
américaine	O	O	O	O	O	O	_	_	_
qu	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
il	O	O	O	O	O	O	_	_	EndOfLine
envisage	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfLine|EndOfSentence
M	B-pers	O	B-pers.ind	O	B-comp.title	O	Q9588	_	NoSpaceAfter
.	I-pers	O	I-pers.ind	O	I-comp.title	O	Q9588	_	_
Nixon	I-pers	O	I-pers.ind	O	B-comp.name	O	Q9588	_	_
a	O	O	O	O	O	O	_	_	_
déjà	O	O	O	O	O	O	_	_	_
proposé	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
se	O	O	O	O	O	O	_	_	_
rendre	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	EndOfLine
Paris	B-loc	O	B-loc.adm.town	O	O	O	Q90	_	_
ou	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
Saigon	B-loc	O	B-loc.adm.town	O	O	O	Q1854	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
si	O	O	O	O	O	O	_	_	_
un	O	O	O	O	O	O	_	_	_
tel	O	O	O	O	O	O	_	_	_
déplacement	O	O	O	O	O	O	_	_	EndOfLine
peut	O	O	O	O	O	O	_	_	_
permettre	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
faire	O	O	O	O	O	O	_	_	_
sortir	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
impasse	O	O	O	O	O	O	_	_	EndOfLine
les	O	O	O	O	O	O	_	_	_
pourparlers	O	O	O	O	O	O	_	_	_
préliminaires	O	O	O	O	O	O	_	_	_
en	O	O	O	O	O	O	_	_	_
amenant	O	O	O	O	O	O	_	_	EndOfLine
les	O	O	O	O	O	O	_	_	_
Sud	O	O	O	O	O	O	_	_	NoSpaceAfter
-	O	O	O	O	O	O	_	_	NoSpaceAfter
Vietnamiens	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
accepter	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	_
principe	O	O	O	O	O	O	_	_	EndOfLine
de	O	O	O	O	O	O	_	_	_
conversations	O	O	O	O	O	O	_	_	_
élargies	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
Il	O	O	O	O	O	O	_	_	_
serait	O	O	O	O	O	O	_	_	EndOfLine
également	O	O	O	O	O	O	_	_	_
prêt	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
se	O	O	O	O	O	O	_	_	_
rendre	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
Moscou	B-loc	O	B-loc.adm.town	O	O	O	Q649	_	_
pour	O	O	O	O	O	O	_	_	EndOfLine
engager	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
négociations	O	O	O	O	O	O	_	_	_
avec	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	_
Kremlin	B-loc	B-org	B-loc.fac	B-org.adm	O	O	Q133274	Q133274	_
sur	O	O	O	O	O	O	_	_	EndOfLine
une	O	O	O	O	O	O	_	_	_
réduction	O	O	O	O	O	O	_	_	_
des	O	O	O	O	O	O	_	_	_
risques	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
un	O	O	O	O	O	O	_	_	_
conflit	O	O	O	O	O	O	_	_	EndOfLine
nucléaire	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfLine|EndOfSentence
Le	O	O	O	O	O	O	_	_	_
nouveau	O	O	O	O	O	O	_	_	_
chef	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
exécutif	O	O	O	O	O	O	_	_	_
compte	O	O	O	O	O	O	_	_	EndOfLine
manifestement	O	O	O	O	O	O	_	_	_
ramener	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
Extrême	B-loc	O	B-loc.adm.sup	O	O	O	Q42225	_	NoSpaceAfter
-	I-loc	O	I-loc.adm.sup	O	O	O	Q42225	_	NoSpaceAfter
Orient	I-loc	O	I-loc.adm.sup	O	O	O	Q42225	_	EndOfLine
en	O	O	O	O	O	O	_	_	_
Europe	B-loc	O	B-loc.adm.sup	O	O	O	Q46	_	_
le	O	O	O	O	O	O	_	_	_
principal	O	O	O	O	O	O	_	_	_
pôle	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
intérêt	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	EndOfLine
politique	O	O	O	O	O	O	_	_	_
étrangère	O	O	O	O	O	O	_	_	_
américaine	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
B	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	EndOfLine
fermement	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
Intention	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
tout	O	O	O	O	O	O	_	_	_
mettre	O	O	O	O	O	O	_	_	_
en	O	O	O	O	O	O	_	_	_
œuvre	O	O	O	O	O	O	_	_	EndOfLine
pour	O	O	O	O	O	O	_	_	_
désamorcer	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
crise	O	O	O	O	O	O	_	_	_
du	O	O	O	O	O	O	_	_	EndOfLine
Moyen	B-loc	O	B-loc.adm.sup	O	O	O	Q7204	_	NoSpaceAfter
-	I-loc	O	I-loc.adm.sup	O	O	O	Q7204	_	NoSpaceAfter
Orient	I-loc	O	I-loc.adm.sup	O	O	O	Q7204	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
et	O	O	O	O	O	O	_	_	_
modifiera	O	O	O	O	O	O	_	_	_
la	O	O	O	O	O	O	_	_	_
répartition	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	EndOfLine|NoSpaceAfter
aide	O	O	O	O	O	O	_	_	_
étrangère	O	O	O	O	O	O	_	_	_
américaine	O	O	O	O	O	O	_	_	_
tandis	O	O	O	O	O	O	_	_	_
qu	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
il	O	O	O	O	O	O	_	_	EndOfLine
remaniera	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	_
département	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
Etat	O	O	O	O	O	O	_	_	EndOfLine
AU	O	O	O	O	O	O	_	_	_
MOYEN	B-loc	O	B-loc.adm.sup	O	O	O	Q7204	_	NoSpaceAfter
-	I-loc	O	I-loc.adm.sup	O	O	O	Q7204	_	NoSpaceAfter
ORIENT	I-loc	O	I-loc.adm.sup	O	O	O	Q7204	_	EndOfLine
«	O	O	O	O	O	O	_	_	_
Nous	O	O	O	O	O	O	_	_	_
devons	O	O	O	O	O	O	_	_	_
réduire	O	O	O	O	O	O	_	_	_
nos	O	O	O	O	O	O	_	_	_
engagements	O	O	O	O	O	O	_	_	EndOfLine
dans	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	_
monde	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
dans	O	O	O	O	O	O	_	_	_
les	O	O	O	O	O	O	_	_	_
secteurs	O	O	O	O	O	O	_	_	_
où	O	O	O	O	O	O	_	_	_
nous	O	O	O	O	O	O	_	_	EndOfLine
sommes	O	O	O	O	O	O	_	_	_
trop	O	O	O	O	O	O	_	_	_
étendus	O	O	O	O	O	O	_	_	_
»	O	O	O	O	O	O	_	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
a	O	O	O	O	O	O	_	_	NoSpaceAfter
-	O	O	O	O	O	O	_	_	NoSpaceAfter
t	O	O	O	O	O	O	_	_	NoSpaceAfter
-	O	O	O	O	O	O	_	_	NoSpaceAfter
il	O	O	O	O	O	O	_	_	_
récemment	O	O	O	O	O	O	_	_	EndOfLine
confié	O	O	O	O	O	O	_	_	_
dans	O	O	O	O	O	O	_	_	_
une	O	O	O	O	O	O	_	_	_
interview	O	O	O	O	O	O	_	_	_
à	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
Associatcd	B-org	O	B-org.ent.pressagency	O	O	O	Q40469	_	EndOfLine
press	I-org	O	I-org.ent.pressagency	O	O	O	Q40469	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
Cela	O	O	O	O	O	O	_	_	_
nous	O	O	O	O	O	O	_	_	_
permettra	O	O	O	O	O	O	_	_	_
de	O	O	O	O	O	O	_	_	_
mettre	O	O	O	O	O	O	_	_	EndOfLine
davantage	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
accent	O	O	O	O	O	O	_	_	_
sur	O	O	O	O	O	O	_	_	_
les	O	O	O	O	O	O	_	_	_
secteurs	O	O	O	O	O	O	_	_	EndOfLine
prioritaires	O	O	O	O	O	O	_	_	_
»	O	O	O	O	O	O	_	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfLine|EndOfSentence
Pour	O	O	O	O	O	O	_	_	_
M	B-pers	O	B-pers.ind	O	B-comp.title	O	Q9588	_	NoSpaceAfter
.	I-pers	O	I-pers.ind	O	I-comp.title	O	Q9588	_	_
Nixon	I-pers	O	I-pers.ind	O	B-comp.name	O	Q9588	_	NoSpaceAfter
,	O	O	O	O	O	O	_	_	_
le	O	O	O	O	O	O	_	_	_
danger	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
une	O	O	O	O	O	O	_	_	EndOfLine
nouvelle	O	O	O	O	O	O	_	_	_
guerre	O	O	O	O	O	O	_	_	_
mondiale	O	O	O	O	O	O	_	_	_
est	O	O	O	O	O	O	_	_	_
davantage	O	O	O	O	O	O	_	_	EndOfLine
présent	O	O	O	O	O	O	_	_	_
au	O	O	O	O	O	O	_	_	_
Moyen	B-loc	O	B-loc.adm.sup	O	O	O	Q7204	_	NoSpaceAfter
-	I-loc	O	I-loc.adm.sup	O	O	O	Q7204	_	NoSpaceAfter
Orient	I-loc	O	I-loc.adm.sup	O	O	O	Q7204	_	_
qu	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
au	O	O	O	O	O	O	_	_	_
Viêt	B-loc	O	B-loc.adm.nat	O	O	O	Q881	_	NoSpaceAfter
-	I-loc	O	I-loc.adm.nat	O	O	O	Q881	_	NoSpaceAfter
nam	I-loc	O	I-loc.adm.nat	O	O	O	Q881	_	NoSpaceAfter
.	O	O	O	O	O	O	_	_	EndOfSentence
Le	O	O	O	O	O	O	_	_	EndOfLine
risque	O	O	O	O	O	O	_	_	_
d	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
une	O	O	O	O	O	O	_	_	_
confrontation	O	O	O	O	O	O	_	_	_
directe	O	O	O	O	O	O	_	_	_
entre	O	O	O	O	O	O	_	_	_
les	O	O	O	O	O	O	_	_	EndOfLine
Etats	B-loc	B-org	B-loc.adm.nat	B-org.adm	O	O	Q30	Q30	NoSpaceAfter
-	I-loc	I-org	I-loc.adm.nat	I-org.adm	O	O	Q30	Q30	NoSpaceAfter
Unis	I-loc	I-org	I-loc.adm.nat	I-org.adm	O	O	Q30	Q30	_
et	O	O	O	O	O	O	_	_	_
l	O	O	O	O	O	O	_	_	NoSpaceAfter
'	O	O	O	O	O	O	_	_	NoSpaceAfter
Union	B-loc	B-org	B-loc.adm.nat	B-org.adm	O	O	Q15180	Q15180	_
soviétique	I-loc	I-org	I-loc.adm.nat	I-org.adm	O	O	Q15180	Q15180	_
est	O	O	O	O	O	O	_	_	_
plus	O	O	O	O	O	O	_	_	EndOfLine
important	O	O	O	O	O	O	_	_	_
dans	O	O	O	O	O	O	_	_	_
cette	O	O	O	O	O	O	_	_	_
