TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
était	O	_	O	_	_	O	_	_	_
donné	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
lui	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	NoSpaceAfter
même	O	_	O	_	_	O	_	_	_
sur	O	_	O	_	_	O	_	_	_
une	O	_	O	_	_	O	_	_	_
feuille	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
papier	O	_	O	_	_	O	_	_	_
timbré	O	_	O	_	_	O	_	_	_
aux	O	_	O	_	_	O	_	_	_
armes	O	_	O	_	_	O	_	_	_
impériales	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
comme	O	_	O	_	_	O	_	_	_
doit	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
être	O	_	O	_	_	O	_	_	_
tout	O	_	O	_	_	O	_	_	_
valable	O	_	O	_	_	O	_	_	_
i	O	_	O	_	_	O	_	_	_
plakatny	O	_	O	_	_	O	_	_	_
«	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
avait	O	_	O	_	_	O	_	_	_
fait	O	_	O	_	_	O	_	_	_
au	O	_	O	_	_	O	_	_	_
nom	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
enfants	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
esaoule	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
accompagnés	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	_
leur	O	_	O	_	_	O	_	_	_
cousin	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
l	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
Ce	O	_	O	_	_	O	_	_	_
titre	O	_	O	_	_	O	_	_	_
répond	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
celui	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
officier	O	_	O	_	_	O	_	_	_
parmi	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
Cosaques	B-pers	_	B-pers.coll	_	_	O	_	_	_
;	O	_	O	_	_	O	_	_	_
il	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	_
donné	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
habitants	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
pays	O	_	O	_	_	O	_	_	_
aux	O	_	O	_	_	O	_	_	_
fonctionnaires	O	_	O	_	_	O	_	_	_
placés	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
chaque	O	_	O	_	_	O	_	_	_
relais	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
y	O	_	O	_	_	O	_	_	_
veiller	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
ordre	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
C	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
est	O	_	O	_	_	O	_	_	_
tout	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
fois	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	_
maître	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
relais	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
une	O	_	O	_	_	O	_	_	_
sorte	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
oflicier	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
paix	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
même	O	_	O	_	_	O	_	_	_
nom	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Restait	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
trouver	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	_
motif	O	_	O	_	_	O	_	_	_
plausible	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
ce	O	_	O	_	_	O	_	_	_
voyage	O	_	O	_	_	O	_	_	_
précipité	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
accompli	O	_	O	_	_	O	_	_	_
au	O	_	O	_	_	O	_	_	_
début	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
hiver	O	_	O	_	_	O	_	_	_
:	O	_	O	_	_	O	_	_	_
Yégor	B-pers	_	B-pers.ind	_	_	O	_	_	_
s	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
inspirait	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
situation	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Il	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
causait	O	_	O	_	_	O	_	_	_
parfois	O	_	O	_	_	O	_	_	_
avec	O	_	O	_	_	O	_	_	_
Nadège	B-pers	_	B-pers.ind	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
M	B-pers	_	B-pers.ind	_	_	O	_	_	NoSpaceAfter
.	I-pers	_	I-pers.ind	_	_	O	_	_	_
Lafleur	I-pers	_	I-pers.ind	_	_	O	_	_	_
sans	O	_	O	_	_	O	_	_	_
s	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
arrêter	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
aucune	O	_	O	_	_	O	_	_	_
résolution	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
cet	O	_	O	_	_	O	_	_	_
égard	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
La	O	_	O	_	_	O	_	_	_
solitude	O	_	O	_	_	O	_	_	_
profonde	O	_	O	_	_	O	_	_	_
dans	O	_	O	_	_	O	_	_	_
laquelle	O	_	O	_	_	O	_	_	_
se	O	_	O	_	_	O	_	_	_
trouvaient	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
fugitifs	O	_	O	_	_	O	_	_	_
au	O	_	O	_	_	O	_	_	_
milieu	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
bois	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
obligation	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
rester	O	_	O	_	_	O	_	_	_
cachés	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
ne	O	_	O	_	_	O	_	_	_
pas	O	_	O	_	_	O	_	_	_
trahir	O	_	O	_	_	O	_	_	_
leur	O	_	O	_	_	O	_	_	_
présence	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
porta	O	_	O	_	_	O	_	_	_
leur	O	_	O	_	_	O	_	_	_
esprit	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
chercher	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
moyens	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
suppléer	O	_	O	_	_	O	_	_	_
aux	O	_	O	_	_	O	_	_	_
choses	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
leur	O	_	O	_	_	O	_	_	_
manquaient	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Pour	O	_	O	_	_	O	_	_	_
ménager	O	_	O	_	_	O	_	_	_
leurs	O	_	O	_	_	O	_	_	_
approvisionnements	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
vivres	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
munitions	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ils	O	_	O	_	_	O	_	_	_
imaginèrent	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
se	O	_	O	_	_	O	_	_	_
procurer	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
gibier	O	_	O	_	_	O	_	_	_
sans	O	_	O	_	_	O	_	_	_
employer	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
poudre	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
prendre	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
poisson	O	_	O	_	_	O	_	_	_
sans	O	_	O	_	_	O	_	_	_
se	O	_	O	_	_	O	_	_	_
montrer	O	_	O	_	_	O	_	_	_
sur	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
bords	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
torrent	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
où	O	_	O	_	_	O	_	_	_
ils	O	_	O	_	_	O	_	_	_
auraient	O	_	O	_	_	O	_	_	_
pu	O	_	O	_	_	O	_	_	_
faire	O	_	O	_	_	O	_	_	_
quelque	O	_	O	_	_	O	_	_	_
fâcheuse	O	_	O	_	_	O	_	_	_
rencontre	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Yégor	B-pers	_	B-pers.ind	_	_	O	_	_	_
avait	O	_	O	_	_	O	_	_	_
remarqué	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
traces	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
chèvres	O	_	O	_	_	O	_	_	_
sauvages	O	_	O	_	_	O	_	_	_
près	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
mare	O	_	O	_	_	O	_	_	_
où	O	_	O	_	_	O	_	_	_
M	B-pers	_	B-pers.ind	_	_	O	_	_	NoSpaceAfter
.	I-pers	_	I-pers.ind	_	_	O	_	_	_
Lafleur	I-pers	_	I-pers.ind	_	_	O	_	_	_
avait	O	_	O	_	_	O	_	_	_
dû	O	_	O	_	_	O	_	_	_
laisser	O	_	O	_	_	O	_	_	_
comme	O	_	O	_	_	O	_	_	_
rançon	O	_	O	_	_	O	_	_	_
ses	O	_	O	_	_	O	_	_	_
chaussettes	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
ses	O	_	O	_	_	O	_	_	_
escarpins	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
L	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
idée	O	_	O	_	_	O	_	_	_
lui	O	_	O	_	_	O	_	_	_
vint	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
prendre	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
ces	O	_	O	_	_	O	_	_	_
animaux	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
lui	O	_	O	_	_	O	_	_	_
tendant	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	_
piège	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Il	O	_	O	_	_	O	_	_	_
y	O	_	O	_	_	O	_	_	_
réussit	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
aide	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
une	O	_	O	_	_	O	_	_	_
corde	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
un	O	_	O	_	_	O	_	_	_
nœud	O	_	O	_	_	O	_	_	_
coulant	O	_	O	_	_	O	_	_	_
;	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
il	O	_	O	_	_	O	_	_	_
eut	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
même	O	_	O	_	_	O	_	_	_
coup	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
lait	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
une	O	_	O	_	_	O	_	_	_
chèvre	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
Nadège	B-pers	_	B-pers.ind	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
Ladislas	B-pers	_	B-pers.ind	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
chevreaux	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
accourus	O	_	O	_	_	O	_	_	_
aux	O	_	O	_	_	O	_	_	_
cris	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
leur	O	_	O	_	_	O	_	_	_
mère	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
restèrent	O	_	O	_	_	O	_	_	_
auprès	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
captive	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
fournissant	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	_
leurs	O	_	O	_	_	O	_	_	_
jeux	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	_
amusement	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
jeune	O	_	O	_	_	O	_	_	_
fille	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
son	O	_	O	_	_	O	_	_	_
frère	O	_	O	_	_	O	_	_	_
adoptif	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Dans	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	_
autre	O	_	O	_	_	O	_	_	_
endroit	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
forêt	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
il	O	_	O	_	_	O	_	_	_
disposa	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	_
engin	O	_	O	_	_	O	_	_	_
plus	O	_	O	_	_	O	_	_	_
formidable	O	_	O	_	_	O	_	_	_
destiné	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
attraper	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	_
ours	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
façon	O	_	O	_	_	O	_	_	_
usitée	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
Karatschadales	B-pers	_	B-pers.coll	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Ceux	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	NoSpaceAfter
ci	O	_	O	_	_	O	_	_	_
suspendent	O	_	O	_	_	O	_	_	_
une	O	_	O	_	_	O	_	_	_
trappe	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
air	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
y	O	_	O	_	_	O	_	_	_
mettent	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
appât	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
chair	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
quelque	O	_	O	_	_	O	_	_	_
animal	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
L	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
ours	O	_	O	_	_	O	_	_	_
ne	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
a	O	_	O	_	_	O	_	_	_
pas	O	_	O	_	_	O	_	_	_
plus	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	_
tôt	O	_	O	_	_	O	_	_	_
flairée	O	_	O	_	_	O	_	_	_
qu	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
il	O	_	O	_	_	O	_	_	_
s	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
avance	O	_	O	_	_	O	_	_	_
étourdiment	O	_	O	_	_	O	_	_	_
;	O	_	O	_	_	O	_	_	_
mais	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
peine	O	_	O	_	_	O	_	_	_
touchet	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	NoSpaceAfter
il	O	_	O	_	_	O	_	_	_
au	O	_	O	_	_	O	_	_	_
frêle	O	_	O	_	_	O	_	_	_
support	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
trappe	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
que	O	_	O	_	_	O	_	_	_
celle	O	_	O	_	_	O	_	_	NoSpaceAfter
-	O	_	O	_	_	O	_	_	NoSpaceAfter
ci	O	_	O	_	_	O	_	_	_
lui	O	_	O	_	_	O	_	_	_
tombe	O	_	O	_	_	O	_	_	_
sur	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
cou	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
punit	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
sa	O	_	O	_	_	O	_	_	_
voracité	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
lui	O	_	O	_	_	O	_	_	_
écrasant	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
tête	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Dès	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
deuxième	O	_	O	_	_	O	_	_	_
jour	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Yégor	B-pers	_	B-pers.ind	_	_	O	_	_	_
trouva	O	_	O	_	_	O	_	_	_
pris	O	_	O	_	_	O	_	_	_
nu	O	_	O	_	_	O	_	_	_
ours	O	_	O	_	_	O	_	_	_
brun	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
une	O	_	O	_	_	O	_	_	_
taille	O	_	O	_	_	O	_	_	_
respectable	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
La	O	_	O	_	_	O	_	_	_
peau	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
bête	O	_	O	_	_	O	_	_	_
augmenta	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
provision	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
fourrures	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Quant	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
chair	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
M	B-pers	_	B-pers.ind	_	_	O	_	_	NoSpaceAfter
.	I-pers	_	I-pers.ind	_	_	O	_	_	_
Lafleur	I-pers	_	I-pers.ind	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
prépara	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
cuisine	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
il	O	_	O	_	_	O	_	_	_
déclara	O	_	O	_	_	O	_	_	_
qu	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
à	O	_	O	_	_	O	_	_	_
son	O	_	O	_	_	O	_	_	_
avis	O	_	O	_	_	O	_	_	_
rien	O	_	O	_	_	O	_	_	_
n	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
était	O	_	O	_	_	O	_	_	_
plus	O	_	O	_	_	O	_	_	_
savoureux	O	_	O	_	_	O	_	_	_
que	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
beefsteaks	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
ours	O	_	O	_	_	O	_	_	_
—	O	_	O	_	_	O	_	_	_
saignants	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Le	O	_	O	_	_	O	_	_	_
lendemain	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Yégor	B-pers	_	B-pers.ind	_	_	O	_	_	_
tua	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
un	O	_	O	_	_	O	_	_	_
coup	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
fusil	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	_
bélier	O	_	O	_	_	O	_	_	_
sauvage	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
vint	O	_	O	_	_	O	_	_	_
alimenter	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
gardemanger	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Quant	O	_	O	_	_	O	_	_	_
aux	O	_	O	_	_	O	_	_	_
oiseaux	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
aux	O	_	O	_	_	O	_	_	_
poissons	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Ladislas	O	_	O	_	_	O	_	_	_
s	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
était	O	_	O	_	_	O	_	_	_
chargé	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
en	O	_	O	_	_	O	_	_	_
fournir	O	_	O	_	_	O	_	_	_
Je	O	_	O	_	_	O	_	_	_
ménage	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Le	O	_	O	_	_	O	_	_	_
jeune	O	_	O	_	_	O	_	_	_
garçon	O	_	O	_	_	O	_	_	_
avait	O	_	O	_	_	O	_	_	_
arraché	O	_	O	_	_	O	_	_	_
quelques	O	_	O	_	_	O	_	_	_
crins	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
queue	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
chevaux	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
tresser	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
collets	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	EndOfSentence|NoSpaceAfter
Il	O	_	O	_	_	O	_	_	_
eut	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
collets	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
piquets	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
il	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
eut	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
ressort	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
il	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
eut	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
suspendus	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
traînants	O	_	O	_	_	O	_	_	NoSpaceAfter
