TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
ministre	I-PER	_	O	_	_	O	Q3289373	_	_
des	I-PER	_	O	_	_	O	Q3289373	_	NoSpaceAfter
finances	B-PER	_	O	_	_	O	Q3289373	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
rendu	O	_	O	_	_	O	_	_	_
compte	O	_	O	_	_	O	_	_	_
au	O	_	O	_	_	O	_	_	_
Conseil	B-ORG	_	O	_	_	O	Q2993836	_	NoSpaceAfter
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
situation	O	_	O	_	_	O	_	_	_
financière	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
heu¬	O	_	O	_	_	O	_	_	EndOfLine
e	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
Parlement	B-ORG	_	O	_	_	O	NIL	_	_
avant	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
1er	O	_	O	_	_	O	_	_	_
janvier	O	_	O	_	_	O	_	_	_
1995	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Les	O	_	O	_	_	O	_	_	_
inondations	O	_	O	_	_	O	_	_	NoSpaceAfter
M	B-PER	_	O	_	_	O	Q3185441	_	NoSpaceAfter
.	I-PER	_	O	_	_	O	Q3185441	_	_
Joseph	I-PER	_	O	_	_	O	Q3185441	_	_
Paganon	I-PER	_	O	_	_	O	Q3185441	_	NoSpaceAfter
,	I-PER	_	O	_	_	O	Q3185441	_	_
ministre	I-PER	_	O	_	_	O	Q3185441	_	_
de	I-PER	_	O	_	_	O	Q3185441	_	NoSpaceAfter
l	I-PER	_	O	_	_	O	Q3185441	_	NoSpaceAfter
'	I-PER	_	O	_	_	O	Q3185441	_	NoSpaceAfter
intérieur	I-PER	_	O	_	_	O	Q3185441	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
M	B-PER	_	O	_	_	O	Q3219208	_	NoSpaceAfter
.	I-PER	_	O	_	_	O	Q3219208	_	_
Laurent	I-PER	_	O	_	_	O	Q3219208	_	_
Eynac	I-PER	_	O	_	_	O	Q3219208	_	NoSpaceAfter
,	I-PER	_	O	_	_	O	Q3219208	_	_
minis¬	I-PER	_	O	_	_	O	Q3219208	_	NoSpaceAfter|EndOfLine
tre	I-PER	_	O	_	_	O	Q3219208	_	_
des	I-PER	_	O	_	_	O	Q3219208	_	_
travaux	I-PER	_	O	_	_	O	Q3219208	_	_
publics	I-PER	_	O	_	_	O	Q3219208	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
M	B-PER	_	O	_	_	O	Q3289373	_	NoSpaceAfter
.	I-PER	_	O	_	_	O	Q3289373	_	_
Mar¬	I-PER	_	O	_	_	O	Q3289373	_	NoSpaceAfter|EndOfLine
cel	B-PER	_	O	_	_	O	Q3289373	_	_
Régnier	I-PER	_	O	_	_	O	Q3289373	_	NoSpaceAfter
,	I-PER	_	O	_	_	O	Q3289373	_	_
ministre	I-PER	_	O	_	_	O	Q3289373	_	_
des	I-PER	_	O	_	_	O	Q3289373	_	_
finances	I-PER	_	O	_	_	O	Q3289373	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
ont	O	_	O	_	_	O	_	_	_
été	O	_	O	_	_	O	_	_	_
autorisés	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
déposer	O	_	O	_	_	O	_	_	_
dès	O	_	O	_	_	O	_	_	_
jeu¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
di	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
sur	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
bureau	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
Chambre	B-ORG	_	O	_	_	O	Q320283	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	NoSpaceAfter
projet	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
loi	O	_	O	_	_	O	_	_	_
prévoyant	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
subven¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
tions	O	_	O	_	_	O	_	_	_
destinées	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
réparation	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	NoSpaceAfter
dommages	O	_	O	_	_	O	_	_	_
causés	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
inonda¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
tions	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
La	O	_	O	_	_	O	_	_	_
Conférence	O	_	O	_	_	O	_	_	_
navale	O	_	O	_	_	O	_	_	NoSpaceAfter
M	B-PER	_	O	_	_	O	Q3085590	_	NoSpaceAfter
.	I-PER	_	O	_	_	O	Q3085590	_	_
Piétri	I-PER	_	O	_	_	O	Q3085590	_	NoSpaceAfter
,	I-PER	_	O	_	_	O	Q3085590	_	_
ministre	I-PER	_	O	_	_	O	Q3085590	_	_
de	I-PER	_	O	_	_	O	Q3085590	_	_
la	I-PER	_	O	_	_	O	Q3085590	_	_
marine	I-PER	_	O	_	_	O	Q3085590	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	NoSpaceAfter
tenu	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
Conseil	B-ORG	_	O	_	_	O	Q320283	_	_
au	O	_	O	_	_	O	_	_	_
courant	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
der¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
nier	O	_	O	_	_	O	_	_	_
état	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
pourparlers	O	_	O	_	_	O	_	_	_
navals	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	NoSpaceAfter
Londres	B-LOC	_	O	_	_	O	Q84	_	_
et	O	_	O	_	_	O	_	_	_
plus	O	_	O	_	_	O	_	_	_
spécialement	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
in¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
tentions	O	_	O	_	_	O	_	_	_
manifestées	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
déléga¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
tion	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
Japon	B-LOC	_	O	_	_	O	Q17	_	_
concernant	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
préa¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
vis	O	_	O	_	_	O	_	_	_
annuels	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
constructions	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Mutation	O	_	O	_	_	O	_	_	_
dans	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
armée	O	_	O	_	_	O	_	_	NoSpaceAfter
Sur	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
proposition	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
M	B-PER	_	O	_	_	O	Q3171965	_	NoSpaceAfter
.	I-PER	_	O	_	_	O	Q3171965	_	_
Fabry	I-PER	_	O	_	_	O	Q3171965	_	NoSpaceAfter
,	I-PER	_	O	_	_	O	Q3171965	_	_
mi¬	I-PER	_	O	_	_	O	Q3171965	_	NoSpaceAfter|EndOfLine
nistre	I-PER	_	O	_	_	O	Q3171965	_	_
de	I-PER	_	O	_	_	O	Q3171965	_	_
la	I-PER	_	O	_	_	O	Q3171965	_	_
guerre	I-PER	_	O	_	_	O	Q3171965	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
général	B-PER	_	O	_	_	O	Q19933339	_	_
de	I-PER	_	O	_	_	O	Q19933339	_	_
di¬	I-PER	_	O	_	_	O	Q19933339	_	NoSpaceAfter|EndOfLine
vision	I-PER	_	O	_	_	O	Q19933339	_	_
Dosse	I-PER	_	O	_	_	O	Q19933339	_	NoSpaceAfter
,	I-PER	_	O	_	_	O	Q19933339	_	_
gouverneur	I-PER	_	O	_	_	O	Q19933339	_	_
militaire	I-PER	_	O	_	_	O	Q19933339	_	_
de	I-PER	_	O	_	_	O	Q19933339	_	NoSpaceAfter
Lyon	B-PER	_	O	_	_	B-LOC	Q19933339	_	NoSpaceAfter
,	I-PER	_	O	_	_	O	Q19933339	_	_
commandant	I-PER	_	O	_	_	O	Q19933339	_	_
la	I-PER	_	O	_	_	O	Q19933339	_	_
14	I-PER	_	O	_	_	O	Q19933339	_	NoSpaceAfter
'	I-PER	_	O	_	_	O	Q19933339	_	_
région	I-PER	_	O	_	_	O	Q19933339	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	NoSpaceAfter
nommé	O	_	O	_	_	O	_	_	_
membre	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
Conseil	B-ORG	_	O	_	_	O	Q2994311	_	_
supérieur	I-ORG	_	O	_	_	O	Q2994311	_	NoSpaceAfter
de	I-ORG	_	O	_	_	O	Q2994311	_	_
la	I-ORG	_	O	_	_	O	Q2994311	_	_
guerre	I-ORG	_	O	_	_	O	Q2994311	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
remplacement	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	NoSpaceAfter
général	B-PER	_	O	_	_	O	Q1396900	_	_
Claudel	I-PER	_	O	_	_	O	Q1396900	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
atteint	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
limite	O	_	O	_	_	O	_	_	NoSpaceAfter
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
âge	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Le	O	_	O	_	_	O	_	_	_
général	B-PER	_	O	_	_	O	Q19933339	_	_
Dosse	I-PER	_	O	_	_	O	Q19933339	_	_
est	O	_	O	_	_	O	_	_	_
maintenu	O	_	O	_	_	O	_	_	_
pro¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
visoirement	O	_	O	_	_	O	_	_	_
dans	O	_	O	_	_	O	_	_	_
son	O	_	O	_	_	O	_	_	_
commandement	O	_	O	_	_	O	_	_	NoSpaceAfter
actuel	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
La	O	_	O	_	_	O	_	_	_
situation	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
instituteurs	O	_	O	_	_	O	_	_	NoSpaceAfter
M	B-PER	_	O	_	_	O	Q3293852	_	NoSpaceAfter
.	I-PER	_	O	_	_	O	Q3293852	_	_
Mario	I-PER	_	O	_	_	O	Q3293852	_	_
Roustan	I-PER	_	O	_	_	O	Q3293852	_	NoSpaceAfter
,	I-PER	_	O	_	_	O	Q3293852	_	_
ministre	I-PER	_	O	_	_	O	Q3293852	_	_
de	I-PER	_	O	_	_	O	Q3293852	_	NoSpaceAfter
l	I-PER	_	O	_	_	I-ORG	Q3293852	_	NoSpaceAfter
’	I-PER	_	O	_	_	O	Q3293852	_	NoSpaceAfter
éducation	I-PER	_	O	_	_	B-ORG	Q3293852	_	_
nationale	I-PER	_	O	_	_	I-ORG	Q3293852	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
exposé	O	_	O	_	_	O	_	_	_
au	O	_	O	_	_	O	_	_	NoSpaceAfter
Conseil	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
situation	O	_	O	_	_	O	_	_	_
actuelle	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
ins¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
tituteurs	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
département	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
Seine	B-LOC	_	O	_	_	O	Q1142326	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Le	O	_	O	_	_	O	_	_	_
rétablissement	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
indemnités	O	_	O	_	_	O	_	_	NoSpaceAfter
communales	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
départementales	O	_	O	_	_	O	_	_	NoSpaceAfter
Sur	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
proposition	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
président	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	NoSpaceAfter
Conseil	B-ORG	_	O	_	_	O	Q320283	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
ministres	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	NoSpaceAfter
éducation	O	_	O	_	_	O	_	_	NoSpaceAfter
nationale	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
finances	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
inté¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
rieur	O	_	O	_	_	O	_	_	_
tiendront	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
cette	O	_	O	_	_	O	_	_	_
semaine	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
une	O	_	O	_	_	O	_	_	NoSpaceAfter
conférence	O	_	O	_	_	O	_	_	_
pour	O	_	O	_	_	O	_	_	_
décider	O	_	O	_	_	O	_	_	_
dans	O	_	O	_	_	O	_	_	_
quelle	O	_	O	_	_	O	_	_	NoSpaceAfter
mesure	O	_	O	_	_	O	_	_	_
il	O	_	O	_	_	O	_	_	_
y	O	_	O	_	_	O	_	_	_
aurait	O	_	O	_	_	O	_	_	_
lieu	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
rétablir	O	_	O	_	_	O	_	_	NoSpaceAfter
les	O	_	O	_	_	O	_	_	_
indemnités	O	_	O	_	_	O	_	_	_
communales	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
dépar¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
tementales	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Au	O	_	O	_	_	O	_	_	_
Collège	B-ORG	_	O	_	_	O	Q2983866	_	_
libre	I-ORG	_	O	_	_	O	Q2983866	_	NoSpaceAfter
des	I-ORG	_	O	_	_	O	Q2983866	_	_
Sciences	I-ORG	_	O	_	_	O	Q2983866	_	_
Sociales	I-ORG	_	O	_	_	O	Q2983866	_	NoSpaceAfter
Le	O	_	O	_	_	O	_	_	_
banquet	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
Collège	B-ORG	_	O	_	_	O	Q2983866	_	_
libre	I-ORG	_	O	_	_	O	Q2983866	_	_
des	I-ORG	_	O	_	_	O	Q2983866	_	NoSpaceAfter
sciences	I-ORG	_	O	_	_	O	Q2983866	_	_
sociales	I-ORG	_	O	_	_	O	Q2983866	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
que	O	_	O	_	_	O	_	_	_
préside	O	_	O	_	_	O	_	_	_
M	B-PER	_	O	_	_	O	Q554679	_	NoSpaceAfter
.	I-PER	_	O	_	_	O	Q554679	_	_
Jean	I-PER	_	O	_	_	O	Q554679	_	NoSpaceAfter
Hennessy	I-PER	_	O	_	_	O	Q554679	_	NoSpaceAfter
,	I-PER	_	O	_	_	O	Q554679	_	_
ambassadeur	I-PER	_	O	_	_	O	Q554679	_	_
de	I-PER	_	O	_	_	O	Q554679	_	_
France	I-PER	_	O	_	_	B-LOC	Q554679	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
aura	O	_	O	_	_	O	_	_	_
lieu	O	_	O	_	_	O	_	_	_
ce	O	_	O	_	_	O	_	_	_
soir	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
20	O	_	O	_	_	O	_	_	_
heures	O	_	O	_	_	O	_	_	_
à	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
hôtel	B-LOC	_	O	_	_	O	Q1515595	_	NoSpaceAfter
Lutetia	B-LOC	_	O	_	_	O	Q1515595	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
43	B-LOC	_	O	_	_	O	Q1515595	_	NoSpaceAfter
,	I-LOC	_	O	_	_	O	Q1515595	_	_
boulevard	I-LOC	_	O	_	_	O	Q1515595	_	_
Raspail	I-LOC	_	O	_	_	O	Q1515595	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Il	O	_	O	_	_	O	_	_	_
sera	O	_	O	_	_	O	_	_	_
donné	O	_	O	_	_	O	_	_	_
cette	O	_	O	_	_	O	_	_	_
année	O	_	O	_	_	O	_	_	_
en	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
hon¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
neur	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
MM	B-PER	_	O	_	_	O	Q716823	_	NoSpaceAfter
.	I-PER	_	O	_	_	O	Q716823	_	_
Léon	I-PER	_	O	_	_	O	Q716823	_	_
Bérard	I-PER	_	O	_	_	O	Q716823	_	NoSpaceAfter
,	I-PER	_	O	_	_	O	Q716823	_	_
garde	I-PER	_	O	_	_	O	Q716823	_	_
des	I-PER	_	O	_	_	O	Q716823	_	NoSpaceAfter
sceaur	I-PER	_	O	_	_	O	Q716823	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
Aimé	B-PER	_	O	_	_	O	Q2825126	_	_
Berthod	I-PER	_	O	_	_	O	Q2825126	_	NoSpaceAfter
,	I-PER	_	O	_	_	O	Q2825126	_	_
sénateur	I-PER	_	O	_	_	O	Q2825126	_	NoSpaceAfter
,	I-PER	_	O	_	_	O	Q2825126	_	_
an¬	I-PER	_	O	_	_	O	Q2825126	_	NoSpaceAfter|EndOfLine
cien	I-PER	_	O	_	_	O	Q2825126	_	_
ministre	I-PER	_	O	_	_	O	Q2825126	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
M	B-PER	_	O	_	_	O	Q158749	_	NoSpaceAfter
.	I-PER	_	O	_	_	O	Q158749	_	_
Albert	I-PER	_	O	_	_	O	Q158749	_	_
Lebrun	I-PER	_	O	_	_	O	Q158749	_	_
honorera	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
sa	O	_	O	_	_	O	_	_	NoSpaceAfter
présence	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
fin	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
banquet	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Fête	O	_	O	_	_	O	_	_	_
enfantine	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
Front	B-ORG	_	O	_	_	O	Q1422284	_	_
Populaire	I-ORG	_	O	_	_	O	Q1422284	_	NoSpaceAfter
des	O	_	O	_	_	O	_	_	_
1er	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
2e	O	_	O	_	_	O	_	_	_
arrondissements	O	_	O	_	_	O	_	_	NoSpaceAfter
Le	O	_	O	_	_	O	_	_	_
Comité	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
Front	B-ORG	_	O	_	_	O	Q1422284	_	_
populaire	I-ORG	_	O	_	_	O	Q1422284	_	_
des	O	_	O	_	_	O	_	_	_
1er	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	NoSpaceAfter
2e	O	_	O	_	_	O	_	_	_
arrondissements	O	_	O	_	_	O	_	_	_
avait	O	_	O	_	_	O	_	_	_
organisé	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
diman¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
che	O	_	O	_	_	O	_	_	_
dernier	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
dans	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
matinée	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
au	O	_	O	_	_	O	_	_	_
Palais	B-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
des	B-LOC	_	O	_	_	O	NIL	_	_
fêtes	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
,	I-LOC	_	O	_	_	O	NIL	_	_
rue	I-LOC	_	O	_	_	O	NIL	_	_
Saint	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
-	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
Martin	I-LOC	_	O	_	_	O	NIL	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
une	O	_	O	_	_	O	_	_	_
réunion	O	_	O	_	_	O	_	_	NoSpaceAfter
enfantine	O	_	O	_	_	O	_	_	_
qui	O	_	O	_	_	O	_	_	_
a	O	_	O	_	_	O	_	_	_
groupé	O	_	O	_	_	O	_	_	_
300	O	_	O	_	_	O	_	_	_
enfants	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
une	O	_	O	_	_	O	_	_	NoSpaceAfter
centaine	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
’	O	_	O	_	_	O	_	_	NoSpaceAfter
adultes	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Une	O	_	O	_	_	O	_	_	_
allocution	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
citoyenne	B-PER	_	O	_	_	O	NIL	_	_
Lévêque	I-PER	_	O	_	_	O	NIL	_	NoSpaceAfter
a	O	_	O	_	_	O	_	_	_
ouvert	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	_
séance	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
puis	O	_	O	_	_	O	_	_	_
les	O	_	O	_	_	O	_	_	_
petits	O	_	O	_	_	O	_	_	_
ont	O	_	O	_	_	O	_	_	_
été	O	_	O	_	_	O	_	_	NoSpaceAfter
charmes	O	_	O	_	_	O	_	_	_
d	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
aford	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	_
Guignol	B-PER	_	O	_	_	O	Q4179	_	_
de	O	_	O	_	_	O	_	_	_
la	O	_	O	_	_	O	_	_	NoSpaceAfter
Commission	B-ORG	_	O	_	_	O	NIL	_	_
de	I-ORG	_	O	_	_	O	NIL	_	_
la	I-ORG	_	O	_	_	O	NIL	_	_
Jeunesse	I-ORG	_	O	_	_	O	NIL	_	_
et	O	_	O	_	_	O	_	_	_
ensuite	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	NoSpaceAfter
de	O	_	O	_	_	O	_	_	_
jeunes	O	_	O	_	_	O	_	_	_
clowns	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
charmantes	O	_	O	_	_	O	_	_	_
petites	O	_	O	_	_	O	_	_	NoSpaceAfter
danseuses	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
Patronage	B-ORG	_	O	_	_	O	NIL	_	_
du	I-ORG	_	O	_	_	O	NIL	_	_
Livre	I-ORG	_	O	_	_	O	NIL	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
La	O	_	O	_	_	O	_	_	_
séance	O	_	O	_	_	O	_	_	_
s	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
est	O	_	O	_	_	O	_	_	_
terminée	O	_	O	_	_	O	_	_	_
par	O	_	O	_	_	O	_	_	_
une	O	_	O	_	_	O	_	_	_
distri¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
bution	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
friandises	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
jouets	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
tout	O	_	O	_	_	O	_	_	_
le	O	_	O	_	_	O	_	_	NoSpaceAfter
petit	O	_	O	_	_	O	_	_	_
monde	O	_	O	_	_	O	_	_	_
est	O	_	O	_	_	O	_	_	_
parti	O	_	O	_	_	O	_	_	_
enchanté	O	_	O	_	_	O	_	_	_
et	O	_	O	_	_	O	_	_	_
conser¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
vera	O	_	O	_	_	O	_	_	_
certainement	O	_	O	_	_	O	_	_	_
un	O	_	O	_	_	O	_	_	_
bon	O	_	O	_	_	O	_	_	_
souvenir	O	_	O	_	_	O	_	_	_
de	O	_	O	_	_	O	_	_	_
l	O	_	O	_	_	O	_	_	NoSpaceAfter
'	O	_	O	_	_	O	_	_	NoSpaceAfter
ac¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
cueil	O	_	O	_	_	O	_	_	_
du	O	_	O	_	_	O	_	_	_
Front	B-ORG	_	O	_	_	O	Q1422284	_	_
