TOKEN	NE-COARSE-LIT	NE-COARSE-METO	NE-FINE-LIT	NE-FINE-METO	NE-FINE-COMP	NE-NESTED	NEL-LIT	NEL-METO	MISC
Eimer	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
ist	O	_	O	_	_	O	_	_	_
sonach	O	_	O	_	_	O	_	_	_
gegenüber	O	_	O	_	_	O	_	_	_
dem	O	_	O	_	_	O	_	_	_
Ergebnisse	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
Erzeugungs=	O	_	O	_	_	O	_	_	NoSpaceAfter
Periode	O	_	O	_	_	O	_	_	_
1870/71	O	_	O	_	_	O	_	_	_
per	O	_	O	_	_	O	_	_	_
18	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
015	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
732	O	_	O	_	_	O	_	_	_
Eimer	O	_	O	_	_	O	_	_	_
um	O	_	O	_	_	O	_	_	_
2	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
290	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
220	O	_	O	_	_	O	_	_	_
Eimer	O	_	O	_	_	O	_	_	NoSpaceAfter
gestiegen	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Die	O	_	O	_	_	O	_	_	_
Einfuhr	O	_	O	_	_	O	_	_	_
über	O	_	O	_	_	O	_	_	_
die	O	_	O	_	_	O	_	_	_
Zollgrenze	O	_	O	_	_	O	_	_	_
ist	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
6865	O	_	O	_	_	O	_	_	_
Eimern	O	_	O	_	_	O	_	_	NoSpaceAfter
ausgewiesen	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Die	O	_	O	_	_	O	_	_	_
Ausfuhr	O	_	O	_	_	O	_	_	_
gegen	O	_	O	_	_	O	_	_	_
Steuer=Rückvergütung	O	_	O	_	_	O	_	_	_
erreichte	O	_	O	_	_	O	_	_	NoSpaceAfter
in	O	_	O	_	_	O	_	_	_
den	O	_	O	_	_	O	_	_	_
im	O	_	O	_	_	O	_	_	_
Reichsrathe	O	_	O	_	_	O	_	_	_
vertretenen	O	_	O	_	_	O	_	_	_
Königreichen	O	_	O	_	_	O	_	_	_
und	O	_	O	_	_	O	_	_	_
Ländern	O	_	O	_	_	O	_	_	NoSpaceAfter
233	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
857	O	_	O	_	_	O	_	_	_
Eimer	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
dann	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
Ungarn	O	_	O	_	_	O	_	_	_
und	O	_	O	_	_	O	_	_	_
seinen	O	_	O	_	_	O	_	_	_
Nebenländern	O	_	O	_	_	O	_	_	_
23	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
689	O	_	O	_	_	O	_	_	NoSpaceAfter
Eimer	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
dem	O	_	O	_	_	O	_	_	_
entfallenden	O	_	O	_	_	O	_	_	_
Restitutions=Betrage	O	_	O	_	_	O	_	_	_
von	O	_	O	_	_	O	_	_	_
273	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
912	O	_	O	_	_	O	_	_	_
fl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
und	O	_	O	_	_	O	_	_	_
beziehungsweise	O	_	O	_	_	O	_	_	_
28	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
591	O	_	O	_	_	O	_	_	_
fl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
An	O	_	O	_	_	O	_	_	_
Steuer=Restitutionen	O	_	O	_	_	O	_	_	_
für	O	_	O	_	_	O	_	_	_
aus¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
geführtes	O	_	O	_	_	O	_	_	_
Bier	O	_	O	_	_	O	_	_	_
wurde	O	_	O	_	_	O	_	_	_
im	O	_	O	_	_	O	_	_	_
Jahre	O	_	O	_	_	O	_	_	_
1872	O	_	O	_	_	O	_	_	_
wirklich	O	_	O	_	_	O	_	_	_
gezahlt	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
den	O	_	O	_	_	O	_	_	_
im	O	_	O	_	_	O	_	_	NoSpaceAfter
Reichsrathe	O	_	O	_	_	O	_	_	_
vertretenen	O	_	O	_	_	O	_	_	_
Königreichen	O	_	O	_	_	O	_	_	_
und	O	_	O	_	_	O	_	_	_
Ländern	O	_	O	_	_	O	_	_	_
296	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
104	O	_	O	_	_	O	_	_	_
fl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
und	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
den	O	_	O	_	_	O	_	_	_
Ländern	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
ungarischen	O	_	O	_	_	O	_	_	_
Krone	O	_	O	_	_	O	_	_	_
14	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
867	O	_	O	_	_	O	_	_	_
fl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
An	O	_	O	_	_	O	_	_	_
Bier¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
brauereien	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
deren	O	_	O	_	_	O	_	_	_
Erzeugung	O	_	O	_	_	O	_	_	_
100	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
000	O	_	O	_	_	O	_	_	_
Eimer	O	_	O	_	_	O	_	_	_
im	O	_	O	_	_	O	_	_	_
Jahre	O	_	O	_	_	O	_	_	_
übersteigt	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
sind	O	_	O	_	_	O	_	_	_
zu	O	_	O	_	_	O	_	_	_
verzeichnen	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
Niederösterreich:	O	_	O	_	_	O	_	_	_
Klein=Schwechat	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	NoSpaceAfter
718	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
950	O	_	O	_	_	O	_	_	_
Eimern	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
St	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Marx	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
503	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
200	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Liesing	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
483	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
800	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
Brunn	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
331	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
200	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Hütteldorf	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
312	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
218	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Ottakring	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	NoSpaceAfter
286	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
260	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Nußdorf	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
245	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
400	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Jedlersee	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
230	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
600	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Schellenhof	O	_	O	_	_	O	_	_	NoSpaceAfter
mit	O	_	O	_	_	O	_	_	_
194	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
500	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Simmering	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
170	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
940	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Fünfhaus	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
159	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
550	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
Neudorf	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
134	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
640	O	_	O	_	_	O	_	_	_
und	O	_	O	_	_	O	_	_	_
Lichtenthal	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
120	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
950	O	_	O	_	_	O	_	_	_
Eimern	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	NoSpaceAfter
in	O	_	O	_	_	O	_	_	_
Oberösterreich	O	_	O	_	_	O	_	_	_
Zipf	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
100	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
900	O	_	O	_	_	O	_	_	_
Eimern	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
Böhmen	O	_	O	_	_	O	_	_	NoSpaceAfter
Pilsen	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
Bürgerschaft	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
mit	O	_	O	_	_	O	_	_	_
241	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
856	O	_	O	_	_	O	_	_	_
Eimern	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Pilsen	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
Actien=Gesell¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
schaft	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
150	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
240	O	_	O	_	_	O	_	_	_
Eimer	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
Steiermark	O	_	O	_	_	O	_	_	_
Graz	O	_	O	_	_	O	_	_	_
167	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
800	O	_	O	_	_	O	_	_	_
Eimer	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
Wagram	O	_	O	_	_	O	_	_	_
167	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
800	O	_	O	_	_	O	_	_	_
Eimer	O	_	O	_	_	O	_	_	NoSpaceAfter
;	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
Ungarn	O	_	O	_	_	O	_	_	_
Pest	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
A	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Dreher	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
273	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
400	O	_	O	_	_	O	_	_	NoSpaceAfter
Eimer	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Pest	O	_	O	_	_	O	_	_	_
(	O	_	O	_	_	O	_	_	NoSpaceAfter
Actien=Gesellschaft	O	_	O	_	_	O	_	_	NoSpaceAfter
)	O	_	O	_	_	O	_	_	_
243	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
900	O	_	O	_	_	O	_	_	_
Eimer	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Die	O	_	O	_	_	O	_	_	_
wichtigsten	O	_	O	_	_	O	_	_	_
Momente	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
Statistik	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
Branntwein=Er¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
zeugung	O	_	O	_	_	O	_	_	_
sind	O	_	O	_	_	O	_	_	_
die	O	_	O	_	_	O	_	_	_
folgenden:	O	_	O	_	_	O	_	_	_
Es	O	_	O	_	_	O	_	_	_
wurden	O	_	O	_	_	O	_	_	_
im	O	_	O	_	_	O	_	_	_
Jahre	O	_	O	_	_	O	_	_	_
1872	O	_	O	_	_	O	_	_	_
an	O	_	O	_	_	O	_	_	NoSpaceAfter
Branntweinsteuer	O	_	O	_	_	O	_	_	_
vorgeschrieben	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
den	O	_	O	_	_	O	_	_	_
im	O	_	O	_	_	O	_	_	_
Reichsrathe	O	_	O	_	_	O	_	_	_
vertretenen	O	_	O	_	_	O	_	_	NoSpaceAfter
Königreichen	O	_	O	_	_	O	_	_	_
und	O	_	O	_	_	O	_	_	_
Ländern	O	_	O	_	_	O	_	_	_
7	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
684	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
569	O	_	O	_	_	O	_	_	_
fl	O	_	O	_	_	O	_	_	_
gegen	O	_	O	_	_	O	_	_	_
8	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
090	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
629	O	_	O	_	_	O	_	_	_
fl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
,	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	NoSpaceAfter
den	O	_	O	_	_	O	_	_	_
Ländern	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
ungarischen	O	_	O	_	_	O	_	_	_
Krone	O	_	O	_	_	O	_	_	_
6	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
288	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
582	O	_	O	_	_	O	_	_	_
fl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
gegen	O	_	O	_	_	O	_	_	_
6	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
801	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
282	O	_	O	_	_	O	_	_	_
fl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
,	O	_	O	_	_	O	_	_	NoSpaceAfter
in	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
Militärgrenze	O	_	O	_	_	O	_	_	_
18	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
134	O	_	O	_	_	O	_	_	_
fl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
gegen	O	_	O	_	_	O	_	_	_
13	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
818	O	_	O	_	_	O	_	_	_
fl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
,	O	_	O	_	_	O	_	_	_
zusammen	O	_	O	_	_	O	_	_	NoSpaceAfter
13	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
991	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
285	O	_	O	_	_	O	_	_	_
fl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
gegen	O	_	O	_	_	O	_	_	_
14	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
905	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
729	O	_	O	_	_	O	_	_	_
fl	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
Erzeugungs=Periode	O	_	O	_	_	O	_	_	NoSpaceAfter
1870/71	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Steuerfrei	O	_	O	_	_	O	_	_	_
wurden	O	_	O	_	_	O	_	_	_
erzeugt	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
Oesterreich	O	_	O	_	_	O	_	_	_
33	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
321	O	_	O	_	_	O	_	_	_
Eimer	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	NoSpaceAfter
Ungarn	O	_	O	_	_	O	_	_	_
155	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
082	O	_	O	_	_	O	_	_	_
Eimer	O	_	O	_	_	O	_	_	_
Spiritus	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Es	O	_	O	_	_	O	_	_	_
ist	O	_	O	_	_	O	_	_	_
nämlich	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
Ungarn	O	_	O	_	_	O	_	_	NoSpaceAfter
sammt	O	_	O	_	_	O	_	_	_
Nebenländern	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
dann	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
Tirol	O	_	O	_	_	O	_	_	_
und	O	_	O	_	_	O	_	_	_
Vorarlberg	O	_	O	_	_	O	_	_	_
den	O	_	O	_	_	O	_	_	_
kleinen	O	_	O	_	_	O	_	_	NoSpaceAfter
bäuerlichen	O	_	O	_	_	O	_	_	_
Brennereien	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
welche	O	_	O	_	_	O	_	_	_
Branntwein	O	_	O	_	_	O	_	_	_
aus	O	_	O	_	_	O	_	_	_
selbst	O	_	O	_	_	O	_	_	_
erzeugten	O	_	O	_	_	O	_	_	NoSpaceAfter
Stoffen	O	_	O	_	_	O	_	_	_
blos	O	_	O	_	_	O	_	_	_
zum	O	_	O	_	_	O	_	_	_
eigenen	O	_	O	_	_	O	_	_	_
Gebrauche	O	_	O	_	_	O	_	_	_
erzeugen	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
die	O	_	O	_	_	O	_	_	_
Steuerfreiheit	O	_	O	_	_	O	_	_	NoSpaceAfter
bis	O	_	O	_	_	O	_	_	_
zu	O	_	O	_	_	O	_	_	_
zwei	O	_	O	_	_	O	_	_	_
Eimern	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
Jahres	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
den	O	_	O	_	_	O	_	_	_
Bewohnern	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
Militär¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
grenze	O	_	O	_	_	O	_	_	_
aber	O	_	O	_	_	O	_	_	_
für	O	_	O	_	_	O	_	_	_
den	O	_	O	_	_	O	_	_	_
eigenen	O	_	O	_	_	O	_	_	_
Bedarf	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
Erzeuger	O	_	O	_	_	O	_	_	_
ohne	O	_	O	_	_	O	_	_	_
Beschrän¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
kung	O	_	O	_	_	O	_	_	_
auf	O	_	O	_	_	O	_	_	_
eine	O	_	O	_	_	O	_	_	_
bestimmte	O	_	O	_	_	O	_	_	_
Menge	O	_	O	_	_	O	_	_	_
zugestanden	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
In	O	_	O	_	_	O	_	_	_
Nieder=	O	_	O	_	_	O	_	_	NoSpaceAfter
und	O	_	O	_	_	O	_	_	_
Oberösterreich	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Salzburg	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Mähren	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Steiermark	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
Kärnten	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
Krain	O	_	O	_	_	O	_	_	_
und	O	_	O	_	_	O	_	_	_
dem	O	_	O	_	_	O	_	_	_
Küstenlande	O	_	O	_	_	O	_	_	_
ist	O	_	O	_	_	O	_	_	_
diese	O	_	O	_	_	O	_	_	_
Steuerfreiheit	O	_	O	_	_	O	_	_	_
auf	O	_	O	_	_	O	_	_	_
Einen	O	_	O	_	_	O	_	_	NoSpaceAfter
niederösterreichischen	O	_	O	_	_	O	_	_	_
Eimer	O	_	O	_	_	O	_	_	_
des	O	_	O	_	_	O	_	_	_
Jahres	O	_	O	_	_	O	_	_	_
beschränkt	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	_
Uebrigens	O	_	O	_	_	O	_	_	NoSpaceAfter
übertrifft	O	_	O	_	_	O	_	_	_
die	O	_	O	_	_	O	_	_	_
factisch	O	_	O	_	_	O	_	_	_
steuerfrei	O	_	O	_	_	O	_	_	_
erzeugte	O	_	O	_	_	O	_	_	_
Branntweinmenge	O	_	O	_	_	O	_	_	_
die	O	_	O	_	_	O	_	_	_
aus¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
gewiesene	O	_	O	_	_	O	_	_	_
Quantität	O	_	O	_	_	O	_	_	_
nicht	O	_	O	_	_	O	_	_	_
unbeträchlich	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
da	O	_	O	_	_	O	_	_	_
vier	O	_	O	_	_	O	_	_	_
nur	O	_	O	_	_	O	_	_	_
jene	O	_	O	_	_	O	_	_	_
Erzeu¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
ger	O	_	O	_	_	O	_	_	_
mitgezählt	O	_	O	_	_	O	_	_	_
sind	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
die	O	_	O	_	_	O	_	_	_
mehr	O	_	O	_	_	O	_	_	_
als	O	_	O	_	_	O	_	_	_
die	O	_	O	_	_	O	_	_	_
ihnen	O	_	O	_	_	O	_	_	_
gesetzlich	O	_	O	_	_	O	_	_	_
steuerfrei	O	_	O	_	_	O	_	_	_
zu¬	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfLine
stehende	O	_	O	_	_	O	_	_	_
Menge	O	_	O	_	_	O	_	_	_
überhaupt	O	_	O	_	_	O	_	_	_
nicht	O	_	O	_	_	O	_	_	_
erzeugen	O	_	O	_	_	O	_	_	NoSpaceAfter
.	O	_	O	_	_	O	_	_	NoSpaceAfter|EndOfSentence
Die	O	_	O	_	_	O	_	_	_
Zahl	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
Fabriken	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
die	O	_	O	_	_	O	_	_	_
Zucker	O	_	O	_	_	O	_	_	_
aus	O	_	O	_	_	O	_	_	_
inländischen	O	_	O	_	_	O	_	_	_
Stoffen	O	_	O	_	_	O	_	_	NoSpaceAfter
erzeugten	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	_
betrug	O	_	O	_	_	O	_	_	_
in	O	_	O	_	_	O	_	_	_
der	O	_	O	_	_	O	_	_	_
Erzeugungs=Periode:	O	_	O	_	_	O	_	_	_
1850	O	_	O	_	_	O	_	_	NoSpaceAfter
—	O	_	O	_	_	O	_	_	NoSpaceAfter
51	O	_	O	_	_	O	_	_	_
100	O	_	O	_	_	O	_	_	NoSpaceAfter
,	O	_	O	_	_	O	_	_	NoSpaceAfter
1860	O	_	O	_	_	O	_	_	NoSpaceAfter
—	O	_	O	_	_	O	_	_	NoSpaceAfter
61	O	_	O	_	_	O	_	_	_
